1527280030.4469028,1
1527280030.4513273,1
1527280030.4557521,1
1527280030.460177,1
1527280030.4646018,1
1527280030.4690266,1
1527280030.4734514,1
1527280030.4778762,1
1527280030.482301,1
1527280030.4867256,1
1527280030.4911504,1
1527280030.4955752,1
1527280030.5,1
1527280030.5044248,1
1527280030.5088496,1
1527280030.5132744,1
1527280030.517699,1
1527280030.5221238,1
1527280030.5265486,1
1527280030.5309734,1
1527280030.5353982,1
1527280030.539823,1
1527280030.5442479,1
1527280030.5486727,1
1527280030.5530972,1
1527280030.557522,1
1527280030.5619469,1
1527280030.5663717,1
1527280030.5707965,1
1527280030.5752213,1
1527280030.579646,1
1527280030.5840707,1
1527280030.5884955,1
1527280030.5929203,1
1527280030.597345,1
1527280030.60177,1
1527280030.6061947,1
1527280030.6106195,1
1527280030.6150444,1
1527280030.619469,1
1527280030.6238937,1
1527280030.6283185,1
1527280030.6327434,1
1527280030.6371682,1
1527280030.641593,1
1527280030.6460178,1
1527280030.6504424,1
1527280030.6548672,1
1527280030.659292,1
1527280030.6637168,1
1527280030.6681416,1
1527280030.6725664,1
1527280030.6769912,1
1527280030.681416,1
1527280030.6858406,1
1527280030.6902654,1
1527280030.6946902,1
1527280030.699115,1
1527280030.7035398,1
1527280030.7079647,1
1527280030.7123895,1
1527280030.716814,1
1527280030.7212389,1
1527280030.7256637,1
1527280030.7300885,1
1527280030.7345133,1
1527280030.738938,1
1527280030.743363,1
1527280030.7477877,1
1527280030.7522123,1
1527280030.756637,1
1527280030.761062,1
1527280030.7654867,1
1527280030.7699115,1
1527280030.7743363,1
1527280030.7787611,1
1527280030.783186,1
1527280030.7876105,1
1527280030.7920353,1
1527280030.7964602,1
1527280030.800885,1
1527280030.8053098,1
1527280030.8097346,1
1527280030.8141594,1
1527280030.818584,1
1527280030.8230088,1
1527280030.8274336,1
1527280030.8318584,1
1527280030.8362832,1
1527280030.840708,1
1527280030.8451328,1
1527280030.8495576,1
1527280030.8539822,1
1527280030.858407,1
1527280030.8628318,1
1527280030.8672566,1
1527280030.8716815,1
1527280030.8761063,1
1527280030.880531,1
1527280030.8849556,1
1527280030.8893805,1
1527280030.8938053,1
1527280030.89823,1
1527280030.902655,1
1527280030.9070797,1
1527280030.9115045,1
1527280030.9159293,1
1527280030.920354,1
1527280030.9247787,1
1527280030.9292035,1
1527280030.9336283,1
1527280030.9380531,1
1527280030.942478,1
1527280030.9469028,1
1527280030.9513273,1
1527280030.9557521,1
1527280030.960177,1
1527280030.9646018,1
1527280030.9690266,1
1527280030.9734514,1
1527280030.9778762,1
1527280035.1371682,1
1527280035.141593,1
1527280035.1460178,1
1527280035.1504424,1
1527280035.1548672,1
1527280035.159292,1
1527280035.1637168,1
1527280035.1681416,1
1527280035.1725664,1
1527280035.1769912,1
1527280035.181416,1
1527280035.1858406,1
1527280035.1902654,1
1527280035.1946902,1
1527280035.199115,1
1527280035.2035398,1
1527280035.2079647,1
1527280035.2123895,1
1527280035.216814,1
1527280035.2212389,1
1527280035.2256637,1
1527280035.2300885,1
1527280035.2345133,1
1527280035.238938,1
1527280035.243363,1
1527280035.2477877,1
1527280035.2522123,1
1527280035.256637,1
1527280035.261062,1
1527280035.2654867,1
1527280035.2699115,1
1527280035.2743363,1
1527280035.2787611,1
1527280035.283186,1
1527280035.2876105,1
1527280035.2920353,1
1527280035.2964602,1
1527280035.300885,1
1527280035.3053098,1
1527280035.3097346,1
1527280035.3141594,1
1527280035.318584,1
1527280035.3230088,1
1527280035.3274336,1
1527280035.3318584,1
1527280035.3362832,1
1527280035.340708,1
1527280035.3451328,1
1527280035.3495576,1
1527280035.3539822,1
1527280035.358407,1
1527280035.3628318,1
1527280035.3672566,1
1527280035.3716815,1
